,Number_of_Pitches,Number_of_Pitch_Classes,Range,Mean_Pitch,Mean_Pitch_Class,Most_Common_Pitch,Most_Common_Pitch_Class,Interval_Between_Most_Prevalent_Pitches,Pitch_Variability,Most_Common_Melodic_Interval
"H:\NIGHT_FEVER (1).mid",20.0, 8.0, 47.0, 61.04, 3.975, 72.0, 0.0, 3.0, 13.77, 0.0
